ROWNO,SITE_ID,SITE_NAME,MSR_DATE,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100 
126115,S01014,충주,2012-11-12,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,2.214,0.004,12.2,,,,,,,,,15.1,7.5,197,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126116,S01015,인제,2012-11-12,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,2.473,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,7.1,56,11.1,47.3,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
126117,S01016,미산,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2.899,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,7.5,205,12.2,25.5,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,
126118,S01017,포천,2012-11-12,,,,,,3.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.842,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,7.1,241,10.1,36.7,,,,,,,,,,,0,,,,,,,,,,,,,,,,
126119,S01018,단양,2012-11-12,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,3.124,0.004,,,,,,,,,,9.6,7.6,249,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126120,S01019,화천,2012-11-12,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,1.806,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,7.2,90,10.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
126121,S01020,능서,2012-11-12,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,2.515,0.038,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7.8,211,7.9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
126122,S01021,달천,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126123,S02001,성서,2012-11-12,,,,,,4.2,,,,,,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,,,,,,,,,,,,18.3,6.6,762,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.001,0.023,,,,,,,,,,,,,,,,,,,,,,,
126124,S02003,왜관,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126125,S02004,강창,2012-11-12,,13.4,7.2,632,11,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126126,S02006,청암,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126127,S02007,칠서,2012-11-12,,,,,,1.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,243,185,,,,,,13.3,7.9,235,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126128,S02008,창암,2012-11-12,,13.3,7.9,281,10.4,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,168,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126129,S02009,다산,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126130,S02010,남천,2012-11-12,,,,,,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,15,6.7,469,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126131,S02011,안동,2012-11-12,,,,,,2.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,10.8,7,154,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126132,S02012,해평,2012-11-12,,,,,,2.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,212,9.6,5.9,,,,,0,,,,,,,,,,,,,,,,,,,,,,
126133,S02013,진주,2012-11-12,,,,,,1.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,13.2,7.4,108,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126134,S02014,풍양,2012-11-12,,,,,,3,,,,,,,,,,,,,,,,,,,,,2.512,0.01,,,,,,,,,,10,7.7,179,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126135,S02015,칠곡,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126136,S02017,상동,2012-11-12,,,,,,3,,,,,,,,,,,,,,,,,,,,,2.578,0.008,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,7.5,217,8.6,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
126137,S02018,봉화,2012-11-12,,,,,,1.1,,,,,,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,2.677,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,7.4,500,10.5,1.7,0.004,0,0,0.554,,,,,,,-0.2,,,,,,,,,,,,,,,,
126138,S02019,구미,2012-11-12,,,,,,5.5,,,,,,0,0,0,0,0.1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,6.5,1428,7.4,0.3,0,0,0,0.013,,,,,,,,,,0,,,,,,,,,,,,,
126139,S02020,신암,2012-11-12,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,1.814,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,7.8,187,9.3,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
128796,S01002,흥천,2012-11-12,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,7.1,211,10.3,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
127544,S03002,갑천,2012-11-13,,,,,,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6.8,303,7.7,14,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,
127545,S03003,대청호,2012-11-13,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,1.414,0.038,2.2,,,,,,,,,16.2,7.2,114,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
127546,S03004,공주,2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127547,S03005,부여,2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,196,155,,,,,,10.7,7.4,315,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127548,S03006,미호천,2012-11-13,,,,,,3.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,,,,,,,,,,,,10.9,7.2,411,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,
127549,S03007,장계,2012-11-13,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,1.413,0.009,2.3,,,,,,,,,14.3,7.5,117,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127550,S03008,용담호,2012-11-13,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,1.373,0.011,2.7,,,,,,,,,15.8,6.9,71,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127551,S03009,현도,2012-11-13,,,,,,2,,,,,,,,,,,,,,,,,,,,,1.502,0.011,,,,,,,,0.041,0.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,7,97,7,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
127552,S03010,옥천천,2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2.991,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7.5,247,9.6,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
127553,S03011,이원,2012-11-13,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,1.975,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,7.7,132,11.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
127554,S03012,봉황천,2012-11-13,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,2.744,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,7.2,212,7.9,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
127555,S03013,남면,2012-11-13,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,3.34,0.069,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7.4,267,9.9,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
127556,S04001,주암호,2012-11-13,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,0.596,0.014,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,6.8,59,8.4,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
127557,S04002,나주,2012-11-13,,,,,,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7.3,233,9.4,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
127558,S04003,서창교,2012-11-13,,,,,,3.5,,,,,,0,0,0,0,0.1,0,0,0,0.1,0.2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6.6,343,5.1,3.9,,,,,,,,,,,,,,0,,,,,,,,,,,,,
127576,S02022,회상,2012-11-13,,,,,,2.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.205,0.004,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,7.8,193,8.1,5.9,,,,,,,,,,,0,,,,,,,,,,,,,,,,
127397,S02007,칠서,2012-11-13,,,,,,1.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,364,278,,,,,,13.2,7.9,270,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127398,S02008,창암,2012-11-13,,12.9,7.8,255,10.3,1.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,213,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127399,S02009,다산,2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127400,S02010,남천,2012-11-13,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,14.9,6.7,501,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127401,S02011,안동,2012-11-13,,,,,,2.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,10.1,7.1,153,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127402,S02012,해평,2012-11-13,,,,,,2.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,8.1,207,10.5,5.5,,,,,0,,,,,,,,,,,,,,,,,,,,,,
127403,S02013,진주,2012-11-13,,,,,,2.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,12.3,7.3,123,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127404,S02014,풍양,2012-11-13,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,2.559,0.009,,,,,,,,,,9.4,7.7,178,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127405,S02015,칠곡,2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127406,S02017,상동,2012-11-13,,,,,,3,,,,,,,,,,,,,,,,,,,,,2.599,0.008,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,7.5,216,9.8,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
127407,S02018,봉화,2012-11-13,,,,,,1.1,,,,,,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,2.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,7.4,422,10.8,1.7,0.002,0,0,0.366,,,,,,,0.8,,,,,,,,,,,,,,,,
127408,S02019,구미,2012-11-13,,,,,,5.6,,,,,,0,0,0,0,0.1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,6.4,1608,6.8,0.6,0,0,0.001,0.013,,,,,,,,,,0,,,,,,,,,,,,,
127409,S02020,신암,2012-11-13,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,2.093,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,7.6,191,9,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
127410,S02021,도개,2012-11-13,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,1.522,0.006,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7.6,179,10.8,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
127559,S04004,옥정호,2012-11-13,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,1.144,0.013,3.4,,,,,,,,,15.1,6.8,80,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127560,S04005,용봉,2012-11-13,,,,,,2.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.8,,,,,,,,,13.8,6.7,339,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127561,S04006,구례,2012-11-13,,,,,,1.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.759,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,7.4,134,11.6,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
127562,S04007,탐진호,2012-11-13,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,0.719,0.009,1,,,,,,,,,13.7,6.9,62,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
127563,S04008,동복호,2012-11-13,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,1.192,0.006,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,6.9,65,8.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
126830,S01001,가평,2012-11-13,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,1.861,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,7,93,11.9,3.8,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,
126831,S01002,흥천,2012-11-13,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,7.2,217,10.5,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
126832,S01003,경안천,2012-11-13,,,,,,1.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,9.9,6.9,264,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126833,S01004,구리,2012-11-13,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,7.6,181,12,6.2,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,
126834,S01005,여주,2012-11-13,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,7.8,202,9.4,3.5,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,
126849,S01021,달천,2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126850,S02001,성서,2012-11-13,,,,,,3.9,,,,,,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,,,,,,,,,,,,18.3,6.6,782,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.001,0.024,,,,,,,,,,,,,,,,,,,,,,,
126851,S02003,왜관,2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126852,S02004,강창,2012-11-13,,13.3,7.3,658,11.9,4.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126853,S02006,청암,2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126835,S01006,원주,2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126836,S01007,평창강,2012-11-13,,8,7.8,142,9.6,1.1,0,,,,,,,,,,,,,,,,,,,,2.711,0.016,,,,,,,,,,8,7.8,142,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,
126837,S01009,한탄강,2012-11-13,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,340,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,7.2,160,11,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
126838,S01010,서상,2012-11-13,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.883,0.008,,,,,,,,,,10.4,7.3,78,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,7.3,78,9.9,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
126839,S01011,강천,2012-11-13,,,,,,2.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,8.6,7.3,178,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126840,S01012,의암호,2012-11-13,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.444,0.007,,,,,,,,,,11,7.3,88,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126841,S01013,신천,2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126842,S01014,충주,2012-11-13,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,2.169,0.004,11.3,,,,,,,,,15.2,7.5,196,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126843,S01015,인제,2012-11-13,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,1.882,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,7.2,56,12.3,39.2,,,,,,,,,,,0,,,,,,,,,,,,,,,,
126844,S01016,미산,2012-11-13,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,2.355,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,7.6,169,13.2,11.8,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,
126845,S01017,포천,2012-11-13,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.213,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,7.1,342,9.9,35.4,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
126846,S01018,단양,2012-11-13,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,3.164,0.005,,,,,,,,,,8.7,7.6,240,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126847,S01019,화천,2012-11-13,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,1.973,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,7.2,83,10.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
126848,S01020,능서,2012-11-13,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,3.058,0.041,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,7.6,215,7.6,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
128265,S02010,남천,2012-11-14,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,13.5,6.8,549,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127573,S01011,강천,2012-11-14,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,8,7.4,163,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128267,S02012,해평,2012-11-14,,,,,,3.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,8.1,213,10.5,6.2,,,,,0,,,,,,,,,,,,,,,,,,,,,,
128268,S02013,진주,2012-11-14,,,,,,2.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,11.1,7.3,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128269,S02014,풍양,2012-11-14,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,2.588,0.009,,,,,,,,,,7.8,7.8,181,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128270,S02015,칠곡,2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128271,S02017,상동,2012-11-14,,,,,,3,,,,,,,,,,,,,,,,,,,,,2.695,0.009,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7.5,210,9.9,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
128272,S02018,봉화,2012-11-14,,,,,,1.1,,,,,,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,2.595,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,7.4,386,12.2,1.5,0,0,0,0.103,,,,,,,-0.6,,,,,,,,,,,,,,,,
128273,S02019,구미,2012-11-14,,,,,,5.9,,,,,,0,0,0,0,0.1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,6.5,1483,6.9,4.5,0,0,0.003,0.019,,,,,,,,,,0,,,,,,,,,,,,,
128274,S02020,신암,2012-11-14,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,2.234,0.012,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,7.6,194,9.2,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
128275,S02021,도개,2012-11-14,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,1.961,0.007,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,7.5,177,10.1,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
128276,S02022,회상,2012-11-14,,,,,,2.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.153,0.004,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7.8,196,9.2,6.7,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,
